"Data Source","World Development Indicators",

"Last Updated Date","2015-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Aruba","ABW","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7823146398342","13.8932887364353","5.93430995713365","3.3181265049917","14.3066936587685","2.67899220419694","7.00013721047865","12.3902080641897","15.1271199739072","2.40974974386648","7.02368048183568","9.68964300204284","-1.29301396504596","-2.66230960937178","16.7587928242685","","","","","","",
"Andorra","AND","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0761521244506","-3.47029402237292","12.4667337111672","17.4753015854811","5.7130219412727","4.14675000279605","6.18185118633306","9.89484317607568","14.7211352192142","",
"Angola","AGO","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-84.6516161614702","-94.2199362858456","-29.1116178784793","7.15592814656205","-72.5550475488176","-60.7975192164748","-5.01929356023326","-33.4621460890222","","","","","","","","","","","","","",
"Albania","ALB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-65.5164298877951","-39.6825737613615","-10.6561202527383","13.3335715986508","-12.2577867965923","","","19.7784009109832","17.4273778659357","15.7993778154704","12.5900817220382","8.43721026569306","9.18787177640544","10.1869798296303","9.97496367046335","10.1600836027223","8.82167067763277","9.99613122531967","7.97430369671606","9.89334145021643","9.73910309321903","9.58674432831724","7.59209583705133","",
"Arab World","ARB","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Argentina","ARG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.01008578718679","14.2311110465088","10.5687442575415","9.75165233008802","12.5543666960488","13.1174683420609","9.94507168880955","29.120284800536","16.1798038831855","7.82885243936725","-18.3271073391424","-4.02902514156031","-5.7405215694071","-5.63132936905874","-1.4660425794516","5.25090503886367","-5.67617095629548","-3.14962553604879","-3.88114309617212","-2.14330613685602","-4.12257745417372","",
"Armenia","ARM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18.8794907132828","39.1051682827294","30.9943493875425","34.134611598716","38.7736674403725","33.3984630587347","21.7339742341939","18.3327469159159","15.5583254999508","11.5923305167914","14.281731912547","11.3795280460686","12.7435114090599","10.4349146538126","15.8034515484424","10.6076357887352","12.9197578932397","11.2811932930888","12.2168430436348","13.3304833910707","",
"American Samoa","ASM","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","-0.0228612242781556","-5.39651821353541","0.108220060304742","2.16954469751403","2.12146236057633","7.24963258453227","10.2003254689197","5.04465660863908","5.64349177033576","4.69908071912403","-0.875756574698826","8.0940068003253","10.1740124132278","9.6732480604497","10.0688965260957","10.2243849044302","9.82900345502389","9.27881593907519","9.4410669195051","9.59911220402577","9.54833245218507","10.9957190154649","-2.01323126838741","9.46550837528558","10.5360790884428","14.1639764867914","10.2252635303645","6.43849844013433","10.4649871180791","6.47380443055658","5.74272029134441","8.12868240301279","9.50352706247498","9.46711119120892","7.47098872434569","9.94815344516293","13.4528261419269","",
"Australia","AUS","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","-4.26667862114526","-3.07619169680621","-0.910583202144366","1.96478148684078","1.25836991832967","0.442690528167366","5.00273842203192","4.61306599962213","3.94402698145692","5.45389069265735","12.1623551380349","11.3677630892601","8.29157710509068","7.00512604322482","9.35803212593325","11.0937216441546","10.7185327522369","8.98121322498934","8.46299870418979","8.12843848576354","8.2828320949394","7.60562129684801","7.57023367887252","6.79388973525252","7.62392052557829","6.53967649857851","3.77113801095733","5.15204369787503","5.13638086876572","5.38958969959296","5.1567343027668","4.13619443078295","3.06591952650138","4.18080465066905","1.04327200375916","6.20868842582486","1.46031102602587","4.81999083965666","6.39128037130434","4.473145552327","",
"Austria","AUT","Real interest rate (%)","FR.INR.RINR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97806700926212","5.34755186984406","","","","","","","","","","","","","","","","",
